id,username,category,profilePicUrl,followers,reelsCount30d,avgViews30d,lastScrapedAt
f7dacbd0-a6e6-4832-a29d-e3b963026fe8,athosvilarins,instagram-caue,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-19/640529360_18393976489194959_3480836219070121021_n.jpg?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2gGwY21KUb7qsWvcIyI3C4KtEk7PReNHKZ0_nMDQeVEjAev-dcvO0HtXHKjNYMi0rDo&_nc_ohc=wJ7JFSlX7fEQ7kNvwFp7gjh&_nc_gid=BpW1fVWzxrbn1CoG-P0frA&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfyegJ6l4Jtj1QIOMeuMDxkEhXdp_DRgynKYIklWvjZoIg&oe=69CC472F&_nc_sid=8b3546,45255,52,24201,2026-03-27T13:29:27.416Z
